Order ID,Order Date,Customer Name,Product Category,Region,Sales Channel,Units Sold,Unit Price,Order Notes,Revenue
41930,2023-01-23,Jeffery Tyler,Toys,West,Wholesale,82,1532,At fly turn discover culture old control ago inside smile year bed any.,125624
41931,2020-01-06,Melody Powers,Footwear,West,Wholesale,66,2007,Painting watch front very lead put over if Democrat.,132462
41932,2022-02-18,Devon King,Furniture,North,Wholesale,84,2431,Everything meeting a paper system benefit voice voice moment notice summer energy themselves.,204204
41933,2020-03-27,Jackie Werner,Groceries,West,Retail,77,2874,Record thus administration safe imagine citizen impact agent difficult record believe property.,221298
41934,2020-07-07,Jacob Allen,Groceries,North,Retail,58,4244,Finish think today final his number could away meeting financial husband.,246152
41935,2024-06-26,Jody Gregory,Electronics,North,Online,96,1797,Compare thousand more current behind action probably son institution.,172512
41936,2024-06-27,Judith Ellis,Books,South,Online,21,4707,Moment family in accept technology hospital soon option yet quality.,98847
41937,2021-02-23,Jorge Park,Footwear,West,Online,33,1038,Reveal his let at outside citizen amount since region yeah oil put.,34254
41938,2022-12-26,Brandon Chambers,Electronics,West,Retail,35,418,Black each painting right over who laugh final whose mother here.,14630
41939,2024-06-29,Laurie Clements,Clothing,East,Retail,95,4454,Truth sell parent blood your laugh reach report particularly quite mean meeting.,423130
41940,2020-09-04,Shane Krueger,Clothing,North,Retail,21,1392,Trial grow have sound a statement from administration federal green line human camera.,29232
41941,2022-05-09,Daniel Reese,Clothing,South,Retail,69,871,General note off mean practice decision example operation perform against.,60099
41942,2020-07-25,Rita Palmer,Clothing,South,Retail,26,1074,American tree him especially run century most leg class social start author wonder.,27924
41943,2023-05-13,Chad Holmes,Clothing,South,Online,62,1058,International loss care second star situation.,65596
41944,2023-09-04,Amy Reed,Furniture,South,Online,2,3231,Society his here see prepare PM.,6462
41945,2023-01-11,Matthew Perkins,Groceries,East,Retail,37,1596,Occur general over glass team school attack apply last seem real.,59052
41946,2021-02-27,Karen Campbell,Furniture,West,Retail,82,3709,Cultural my almost decision cultural think world want firm article whether happen guy.,304138
41947,2023-01-10,Carlos Fletcher,Furniture,West,Retail,83,4312,Chance southern open hair institution wish rise section product fire.,357896
41948,2021-07-02,Mr. Shane Stuart Jr.,Electronics,West,Retail,23,2433,Network show above per clearly record.,55959
41949,2021-05-01,Monique Graham,Electronics,South,Wholesale,29,2278,Together item cover safe through doctor might charge.,66062
41950,2020-05-12,Andrew Fisher,Furniture,West,Wholesale,85,3494,Item alone now sort commercial interest until employee opportunity.,296990
41951,2020-04-24,Elizabeth Rollins,Clothing,East,Wholesale,37,3456,Rock either role impact with walk.,127872
41952,2021-01-11,Emily Casey,Books,South,Retail,78,4732,International material Democrat shoulder may seek through down executive nor song treat hot.,369096
41953,2022-09-03,Thomas Sparks,Groceries,North,Online,70,705,Baby himself write always place light still film best rule for.,49350
41954,2020-07-29,Richard Baker,Clothing,South,Wholesale,72,2444,Society all seven middle smile race pull career line budget across.,175968
41955,2020-05-11,Jay Wagner,Electronics,East,Retail,32,1355,Create often want trial identify mother walk experience success.,43360
41956,2023-10-29,Mary Tucker,Footwear,North,Wholesale,99,3529,Believe answer pay involve work debate spend future since tell.,349371
41957,2020-06-02,Cynthia Snyder,Furniture,West,Retail,2,4269,Per stage east design miss task until hot article meet.,8538
41958,2022-07-08,Ariana Lowery,Toys,South,Retail,55,3440,Officer both fine difficult anything each important quality.,189200
41959,2023-12-17,William Mckinney,Toys,West,Online,12,2399,Choice truth quite others next every teacher certainly expect oil beat.,28788
41960,2022-08-09,Justin Gray,Electronics,North,Online,25,4790,Center key hold much individual focus class able ability truth black.,119750
41961,2022-03-16,Joseph Mcgee,Groceries,East,Retail,72,4897,Hundred let any reduce budget program particularly describe family guy save money.,352584
41962,2023-10-21,Dawn Humphrey,Furniture,North,Wholesale,14,1014,Oil forget but skin through campaign into ball.,14196
41963,2020-05-26,David Lopez,Footwear,West,Retail,72,2496,Start court ability computer more less time past.,179712
41964,2023-02-24,Hannah Jennings,Books,North,Online,9,1788,Themselves attack type remember after as value response ready.,16092
41965,2023-08-24,William Baker,Furniture,West,Wholesale,85,3037,Pull hundred mention example eat watch magazine stand big put hold money door.,258145
41966,2021-12-15,Morgan Wright,Footwear,West,Wholesale,47,282,Strategy law look decade majority pass generation sort.,13254
41967,2023-02-15,Hayley Bridges,Electronics,West,Retail,31,1647,Important agree do early school left enough.,51057
41968,2024-05-15,Lisa Davis,Clothing,South,Retail,38,375,Rate baby fact rule soon perhaps ten.,14250
41969,2020-08-18,Hannah Dixon,Electronics,West,Retail,51,791,Account once ball view however task change safe matter number feeling.,40341
41970,2021-03-26,Christian Williams,Footwear,West,Online,90,1211,Impact keep across thus him threat send despite against ready size rate second.,108990
41971,2024-03-03,,Groceries,South,Online,83,1884,Play himself chance simple return doctor nature impact democratic.,156372
41972,2023-03-14,Elizabeth Beard,Books,South,Wholesale,26,2599,Television respond out woman force kid lose home relate sit painting eat offer.,67574
41973,2022-06-25,Michael Miller,Toys,South,Retail,89,3276,Rock field indeed word money parent.,291564
41974,2022-12-08,Daniel Cox,Footwear,West,Retail,29,243,Policy summer indicate we understand choose maintain group.,7047
41975,2020-04-16,Mr. Isaiah Hill MD,Groceries,North,Retail,17,3585,Capital case level can on fire.,60945
41976,2020-04-02,Cheryl Ross,Groceries,South,Retail,9,949,Occur senior family attention quite go today.,8541
41977,2022-04-08,Amy Williams,Clothing,West,Online,73,4255,No just might goal minute story college family purpose run politics small institution.,310615
41978,2020-05-19,Cory Lawson,Electronics,West,Online,48,2082,Of culture production trial subject be religious back key economic area.,99936
41979,2023-08-30,Erin Elliott,Clothing,West,Retail,59,4888,Shoulder network career south describe trial occur whole huge.,288392
41980,2020-01-11,Derrick Riggs,Clothing,North,Retail,90,4871,Appear discuss interesting out especially fall your Mr we today painting garden.,438390
41981,2021-03-23,Alyssa Perez,Furniture,East,Wholesale,71,439,Ground decision power truth media national baby well staff since.,31169
41982,2022-07-15,Jamie Leach,Footwear,South,Retail,41,3055,Report focus serve wrong finish chair site never color lead thus station.,125255
41983,2021-01-29,Alexis Harris,Electronics,North,Wholesale,47,294,Be happy participant when available simply fight.,13818
41984,2024-03-08,Christopher Braun,Toys,West,Retail,43,2684,Allow reality Mr fire oil memory line claim travel inside.,115412
41985,2021-01-12,Bryan Lewis,Furniture,South,Retail,23,2599,Body attack of people employee size network election maintain.,59777
41986,2020-12-26,Adrian Kelley,Toys,North,Online,98,754,Without change history subject edge shoulder customer fight scientist hospital them.,73892
41987,2021-11-13,Sharon Sims,Electronics,South,Online,90,709,Wide so upon until make its loss.,63810
41988,2022-10-13,Laura Griffin,Clothing,North,Wholesale,14,2441,Soldier attack how upon travel ask role power friend letter campaign move.,34174
41989,2024-04-20,Rachel Baker,Books,East,Wholesale,76,4466,Question should young friend well reach long fill need.,339416
41990,2021-10-03,Kristen Gardner,Footwear,West,Wholesale,78,2086,Attorney page glass past record much.,162708
41991,2021-07-26,Ryan Martin,Furniture,North,Retail,56,2159,Audience sport condition tax just know debate election continue technology southern.,120904
41992,2022-09-23,Bonnie Santana,Electronics,South,Online,51,1010,More building wide kitchen worry minute from figure science despite guy cut.,51510
41993,2024-05-03,Gina Cervantes,Furniture,South,Online,29,1305,Staff author radio born hotel scene behind letter hope miss.,37845
41994,2022-07-11,Alicia Morris,Footwear,West,Wholesale,76,324,Large can PM especially free send.,24624
41995,2021-01-30,Andrea Garcia,Electronics,South,Online,72,3747,Past rather as time life information house rich speak film.,269784
41996,2020-07-04,Kevin Landry,Furniture,West,Wholesale,88,448,Course any ago ask front second hot term your that.,39424
41997,2023-05-29,Dean Bishop,Books,South,Wholesale,81,299,Whatever home child involve as ability star husband house.,24219
41998,2024-03-21,Jose Meyer,Electronics,North,Retail,28,1900,Military number suffer so know beyond word when father lawyer professional relationship appear.,53200
41999,2023-08-16,Adam Parks,Books,North,Wholesale,26,2456,Field available determine forget similar scene far such science nearly along.,63856
42000,2023-04-13,Alicia Jackson,Toys,West,Wholesale,41,2243,Career work thought area back attention big.,91963
42001,2021-01-05,Danielle Novak,Books,South,Retail,47,382,Treatment sister hospital money wall chair spend significant story coach note blue sea.,17954
42002,2024-03-12,Randy Pena,Toys,South,Online,51,2755,Tough position hard fire our knowledge country condition teach.,140505
42003,2023-05-12,Robert Reed,,South,Wholesale,2,2072,Economy different outside measure situation if type weight movement late team.,4144
42004,2021-08-30,Crystal Cook,,West,Wholesale,57,2504,Put such bill foot avoid Democrat instead almost together practice single.,142728
42005,2020-10-08,Mark Duffy,Groceries,East,Wholesale,77,645,Factor south responsibility responsibility stand available marriage weight there join.,49665
42006,2023-12-10,Jesse Smith,Clothing,East,Online,42,4612,Hot employee be hit these catch Mr else city fish marriage.,193704
42007,2022-11-22,Nicole Gutierrez,Groceries,West,Retail,90,2470,Finally again affect at sport half anyone until early miss stop the.,222300
42008,2020-03-22,Tyler Miranda,Groceries,North,Retail,61,1171,Star let push like risk leg partner.,71431
42009,2024-02-15,Nicholas Patel,Footwear,East,Retail,18,1424,Former activity could different indicate manager sit when.,25632
42010,2020-05-27,Daniel Malone,Furniture,West,Retail,63,1977,Pm can husband floor kid both laugh assume sister evidence opportunity college.,124551
42011,2024-06-18,,Footwear,East,Wholesale,45,2275,Within environmental these speech offer administration most build Congress at.,102375
42012,2022-08-22,Jimmy Taylor,Groceries,West,Retail,62,2393,Hundred arm head federal newspaper around clearly wear voice act southern save officer.,148366
42013,2022-09-18,David Robles,Groceries,North,Wholesale,37,1217,Particular line stop result former film couple production policy southern.,45029
42014,2022-08-05,Natalie Parker,Furniture,North,Online,59,4370,Begin risk early cost outside small bad explain lose ok hit pretty because.,257830
42015,2021-05-09,Catherine Rodriguez,Clothing,West,Wholesale,76,4473,Tough fear government player capital TV system.,339948
42016,2023-04-08,Miranda Chambers,Clothing,North,Online,69,2392,Call decision best Republican maintain military it.,165048
42017,2021-12-23,Ryan Gregory,Groceries,South,Online,31,792,Film why allow hold put letter staff provide crime.,24552
42018,2021-12-03,Maria Mckee,Clothing,West,Retail,77,1117,Even them relationship better condition thus success Republican animal.,86009
42019,2022-10-27,Donna Sanders,Furniture,South,Retail,1,1967,South American whose course return long behind account day fire.,1967
42020,2023-11-04,Steven Hughes,Books,North,Online,36,3671,Central remain ok make suddenly far clearly onto agree.,132156
42021,2022-04-05,Jorge Turner,Electronics,East,Wholesale,73,675,Drive until although suffer product put the activity car training.,49275
42022,2021-03-09,Isabella Cohen,Furniture,North,Retail,99,4911,Hope along home good material order administration.,486189
42023,2022-11-23,John Phillips,Clothing,East,Wholesale,60,3036,Short cut many total side as air onto million their south team same.,182160
42024,2021-07-16,Pamela Rodriguez,Footwear,South,Wholesale,82,892,Behind than the decide always economy voice cost economy.,73144
